
9050,798
9051,942
9052,740
9053,956
9054,1501
9055,1351
9056,1375
9057,1153
9058,1234
9059,1260
9060,1319
9061,1169
9062,99
9063,1023
9064,1389
9065,1168
9066,1024
9067,1195
9068,872
9069,1099
9070,1286
9071,1178
9072,1217
9073,939
9074,784
9075,1240
9076,917
9077,1033
9078,1386
9079,1266
9080,1054
9081,980
9082,952
9083,1446
9084,1196
9085,1062
9086,748
9087,1059
9088,1578
9089,694
9090,1143
9091,1043
9092,1436
9093,1368
9094,1315
9095,1005
9096,1187
9097,959
9098,925
9099,1243
187.5
9050,798
9051,942
9052,740
9053,956
9054,1501
9055,1351
9056,1375
9057,1153
9058,1234
9059,1260
9060,1319
9061,1169
9062,99
9063,1023
9064,1389
9065,1168
9066,1024
9067,1195
9068,872
9069,1099
9070,1286
9071,1178
9072,1217
9073,939
9074,784
9075,1240
9076,917
9077,1033
9078,1386
9079,1266
9080,1054
9081,980
9082,952
9083,1446
9084,1196
9085,1062
9086,748
9087,1059
9088,1578
9089,694
9090,1143
9091,1043
9092,1436
9093,1368
9094,1315
9095,1005
9096,1187
9097,959
9098,925
9099,1243
109.375
9050,798
9051,942
9052,740
9053,956
9054,1501
9055,1351
9056,1375
9057,1153
9058,1234
9059,1260
9060,1319
9061,1169
9062,99
9063,1023
9064,1389
9065,1168
9066,1024
9067,1195
9068,872
9069,1099
9070,1286
9071,1178
9072,1217
9073,939
9074,784
9075,1240
9076,917
9077,1033
9078,1386
9079,1266
9080,1054
9081,980
9082,952
9083,1446
9084,1196
9085,1062
9086,748
9087,1059
9088,1578
9089,694
9090,1143
9091,1043
9092,1436
9093,1368
9094,1315
9095,1005
9096,1187
9097,959
9098,925
9099,1243
281.25
9050,798
9051,942
9052,740
9053,956
9054,1501
9055,1351
9056,1375
9057,1153
9058,1234
9059,1260
9060,1319
9061,1169
9062,99
9063,1023
9064,1389
9065,1168
9066,1024
9067,1195
9068,872
9069,1099
9070,1286
9071,1178
9072,1217
9073,939
9074,784
9075,1240
9076,917
9077,1033
9078,1386
9079,1266
9080,1054
9081,980
9082,952
9083,1446
9084,1196
9085,1062
9086,748
9087,1059
9088,1578
9089,694
9090,1143
9091,1043
9092,1436
9093,1368
9094,1315
9095,1005
9096,1187
9097,959
9098,925
9099,1243
203.125
9050,798
9051,942
9052,740
9053,956
9054,1449
9055,1351
9056,1375
9057,1153
9058,1220
9059,1222
9060,1319
9061,1169
9062,90
9063,1023
9064,1330
9065,1097
9066,1024
9067,1195
9068,872
9069,1037
9070,1286
9071,1178
9072,1192
9073,939
9074,756
9075,1240
9076,839
9077,838
9078,1386
9079,1266
9080,933
9081,934
9082,952
9083,1446
9084,1196
9085,983
9086,748
9087,1059
9088,1578
9089,694
9090,1143
9091,1043
9092,1436
9093,1217
9094,1315
9095,967
9096,1187
9097,959
9098,925
9099,1243
93.75
9050,798
9051,942
9052,740
9053,956
9054,1449
9055,1351
9056,1375
9057,1153
9058,1220
9059,1222
9060,1319
9061,1169
9062,90
9063,1023
9064,1330
9065,1097
9066,1024
9067,1195
9068,872
9069,1037
9070,1286
9071,1178
9072,1192
9073,939
9074,756
9075,1240
9076,839
9077,838
9078,1386
9079,1266
9080,933
9081,934
9082,952
9083,1446
9084,1196
9085,983
9086,748
9087,1059
9088,1578
9089,694
9090,1143
9091,1043
9092,1436
9093,1217
9094,1315
9095,967
9096,1187
9097,959
9098,925
9099,1243
93.75
9050,798
9051,942
9052,740
9053,956
9054,1501
9055,1351
9056,1375
9057,1153
9058,1234
9059,1260
9060,1319
9061,1169
9062,99
9063,1023
9064,1389
9065,1168
9066,1024
9067,1195
9068,872
9069,1099
9070,1286
9071,1178
9072,1217
9073,939
9074,784
9075,1240
9076,917
9077,1033
9078,1386
9079,1266
9080,1054
9081,980
9082,952
9083,1446
9084,1196
9085,1062
9086,748
9087,1059
9088,1578
9089,694
9090,1143
9091,1043
9092,1436
9093,1368
9094,1315
9095,1005
9096,1187
9097,959
9098,925
9099,1243
250
9050,798
0
9050,798
406.25
9000,473
31.25
9000,473
0
9000,473
0
9000,473
9001,326
9002,174
9003,545
9004,243
9005,563
9006,212
9007,375
9008,224
9009,224
9010,290
9011,459
9012,325
9013,431
9014,472
9015,230
9016,452
9017,306
9018,483
9019,227
9020,229
9021,496
9022,286
9023,387
9024,320
9025,222
9026,512
9027,181
9028,288
9029,372
9030,296
9031,309
9032,501
9033,100
9034,253
9035,585
9036,584
9037,147
9038,251
9039,159
9040,314
9041,401
9042,437
9043,398
9044,505
9045,319
9046,217
9047,330
9048,254
9049,462
109.375
9000,473
9001,326
9002,196
9003,545
9004,243
9005,563
9006,410
9007,375
9008,235
9009,224
9010,297
9011,459
9012,325
9013,431
9014,472
9015,230
9016,452
